PVS,dataset,resolution,bitrate,fps,codec,N_raw,N_clean,max_removed,min_removed,outlier_IDs,users_removed,n_users_removed,MOS_raw,MOS_iqr,MOS_corr,MOS_corr_iqr,MOS_std,MOS_ci_low,MOS_ci_high,MOS,MOS_aligned
platformer_01_30_720,lofps_4k_testnum_007,720,100.0,30,ref,31,31,0,0,[],[ 6. 18. 24.],3,4.4368,4.4368,4.4404,4.4404,0.954,4.101,4.773,4.4404,4.4404
platformer_01_3840x2160_30_yuv420p.yuv_AV1_3M,lofps_4k_testnum_007,2160,3.0,30,AV1,30,30,0,0,[],[ 6. 18. 24.],3,4.731,4.731,4.7307,4.7307,1.043,4.358,5.104,4.7307,4.7307
platformer_01_3840x2160_60_yuv420p.yuv_AV1_1M,lofps_4k_testnum_007,2160,1.0,60,AV1,30,28,1,1,"[17.0, 25.0]",[ 6. 18. 24.],3,4.2107,4.205,4.1889,4.1889,0.772,3.919,4.491,4.1889,4.1889
platformer_01_3840x2160_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_007,2160,0.5,60,HEVC,30,30,0,0,[],[ 6. 18. 24.],3,3.926,3.926,3.9893,3.9893,0.868,3.615,4.237,3.9893,3.9893
platformer_01_60_2160,lofps_4k_testnum_007,2160,100.0,60,ref,32,32,0,0,[],[ 6. 18. 24.],3,4.8391,4.8391,4.8403,4.8403,1.237,4.41,5.268,4.8403,4.8403
fps_01_1280x720_30_yuv420p.yuv_HEVC_0.3M,lofps_4k_testnum_007,720,0.3,30,HEVC,31,30,0,1,[1.0],[ 6. 18. 24.],3,2.3684,2.414,2.2756,2.2115,0.614,2.194,2.634,2.2115,2.2115
fps_01_1280x720_30_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_007,720,2.0,30,HEVC,33,33,0,0,[],[ 6. 18. 24.],3,4.43,4.43,4.3697,4.3697,0.808,4.154,4.706,4.3697,4.3697
fps_01_1920x1080_60_yuv420p.yuv_AV1_5M,lofps_4k_testnum_007,1080,5.0,60,AV1,30,30,0,0,[],[ 6. 18. 24.],3,5.158,5.158,5.1222,5.0519,0.708,4.905,5.411,5.0519,5.0519
fps_01_30_1080,lofps_4k_testnum_007,1080,100.0,30,ref,31,31,0,0,[],[ 6. 18. 24.],3,5.191,5.191,5.2975,5.2975,0.84,4.895,5.487,5.2975,5.2975
fps_01_3840x2160_30_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_007,2160,0.5,30,HEVC,30,22,3,5,"[3.0, 13.0, 14.0, 15.0, 19.0, 24.0, 27.0, 28.0]",[ 6. 18. 24.],3,3.2143,3.2814,3.1259,3.2133,0.261,3.172,3.39,3.2133,3.2133
fps_01_3840x2160_60_yuv420p.yuv_H264_5M,lofps_4k_testnum_007,2160,5.0,60,H264,33,33,0,0,[],[ 6. 18. 24.],3,3.2315,3.2315,3.205,3.205,0.931,2.914,3.549,3.205,3.205
fps_01_3840x2160_60_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_007,2160,3.0,60,HEVC,31,31,0,0,[],[ 6. 18. 24.],3,4.1342,4.1342,3.98,3.98,0.945,3.801,4.467,3.98,3.98
fps_01_60_1080,lofps_4k_testnum_007,1080,100.0,60,ref,32,32,0,0,[],[ 6. 18. 24.],3,5.7009,5.7009,5.6779,5.6779,0.538,5.514,5.887,5.6779,5.6779
fps_01_60_2160,lofps_4k_testnum_007,2160,100.0,60,ref,32,32,0,0,[],[ 6. 18. 24.],3,6.1363,6.1363,6.19,6.19,0.581,5.935,6.338,6.19,6.19
fps_01_960x540_60_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_007,540,2.0,60,HEVC,31,31,0,0,[],[ 6. 18. 24.],3,4.351,4.351,4.215,4.215,0.894,4.036,4.666,4.215,4.215
sports_01_1280x720_30_yuv420p.yuv_AV1_0.02M,lofps_4k_testnum_007,720,0.02,30,AV1,30,30,0,0,[],[ 6. 18. 24.],3,1.2193,1.2193,1.2022,1.2022,0.246,1.131,1.307,1.2022,1.2022
sports_01_1280x720_30_yuv420p.yuv_AV1_0.2M,lofps_4k_testnum_007,720,0.2,30,AV1,30,28,2,0,"[6.0, 26.0]",[ 6. 18. 24.],3,3.037,2.905,2.9341,2.8523,0.495,2.721,3.089,2.8523,2.8523
sports_01_1920x1080_30_yuv420p.yuv_H264_0.4M,lofps_4k_testnum_007,1080,0.4,30,H264,31,29,2,0,"[17.0, 26.0]",[ 6. 18. 24.],3,2.8832,2.7693,2.8625,2.8625,0.614,2.546,2.993,2.8625,2.8625
sports_01_1920x1080_60_yuv420p.yuv_H264_1M,lofps_4k_testnum_007,1080,1.0,60,H264,31,31,0,0,[],[ 6. 18. 24.],3,3.7187,3.7187,3.6325,3.6325,0.9,3.402,4.035,3.6325,3.6325
sports_01_3840x2160_30_yuv420p.yuv_AV1_2M,lofps_4k_testnum_007,2160,2.0,30,AV1,31,28,1,2,"[3.0, 11.0, 17.0]",[ 6. 18. 24.],3,5.4032,5.4575,5.41,5.4217,0.487,5.277,5.638,5.4217,5.4217
sports_01_3840x2160_60_yuv420p.yuv_H264_0.5M,lofps_4k_testnum_007,2160,0.5,60,H264,30,29,1,0,[13.0],[ 6. 18. 24.],3,2.6753,2.6148,2.693,2.6262,0.646,2.38,2.85,2.6262,2.6262
sports_01_3840x2160_60_yuv420p.yuv_H264_1.6M,lofps_4k_testnum_007,2160,1.6,60,H264,30,29,1,0,[13.0],[ 6. 18. 24.],3,3.394,3.31,3.3722,3.2777,0.575,3.101,3.519,3.2777,3.2777
sports_01_60_720,lofps_4k_testnum_007,720,100.0,60,ref,31,31,0,0,[],[ 6. 18. 24.],3,5.121,5.121,5.145,5.0781,0.857,4.819,5.423,5.0781,5.0781
sports_01_960x540_30_yuv420p.yuv_H264_0.2M,lofps_4k_testnum_007,540,0.2,30,H264,31,31,0,0,[],[ 6. 18. 24.],3,2.7139,2.7139,2.5815,2.5815,0.627,2.493,2.935,2.5815,2.5815
sports_01_960x540_60_yuv420p.yuv_HEVC_0.1M,lofps_4k_testnum_007,540,0.1,60,HEVC,32,32,0,0,[],[ 6. 18. 24.],3,2.1397,2.1397,2.021,2.021,0.849,1.846,2.434,2.021,2.021
3rd_01_1920x1080_60_yuv420p.yuv_H264_5M,lofps_4k_testnum_007,1080,5.0,60,H264,32,30,2,0,"[6.0, 6.0]",[ 6. 18. 24.],3,4.7712,4.626,4.545,4.545,0.678,4.383,4.869,4.545,4.545
3rd_01_3840x2160_60_yuv420p.yuv_AV1_20M,lofps_4k_testnum_007,2160,20.0,60,AV1,31,31,0,0,[],[ 6. 18. 24.],3,5.9339,5.9339,5.9933,6.0562,0.726,5.678,6.19,6.0562,6.0562
3rd_01_3840x2160_60_yuv420p.yuv_H264_4.5M,lofps_4k_testnum_007,2160,4.5,60,H264,34,34,0,0,[],[ 6. 18. 24.],3,3.4932,3.4932,3.4274,3.4274,0.975,3.165,3.821,3.4274,3.4274
3rd_01_3840x2160_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_007,2160,0.5,60,HEVC,31,31,0,0,[],[ 6. 18. 24.],3,3.9603,3.9603,3.87,3.87,0.791,3.682,4.239,3.87,3.87
3rd_01_960x540_60_yuv420p.yuv_H264_0.3M,lofps_4k_testnum_007,540,0.3,60,H264,31,29,2,0,"[17.0, 17.0]",[ 6. 18. 24.],3,1.8468,1.7217,1.8075,1.665,0.552,1.521,1.922,1.665,1.665
racing_01_1280x720_30_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_007,720,5.0,30,HEVC,30,30,0,0,[],[ 6. 18. 24.],3,4.346,4.346,4.2615,4.2615,0.94,4.01,4.682,4.2615,4.2615
racing_01_1280x720_60_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_007,720,2.0,60,HEVC,33,33,0,0,[],[ 6. 18. 24.],3,3.8233,3.8233,3.7125,3.7125,0.788,3.554,4.092,3.7125,3.7125
racing_01_30_720,lofps_4k_testnum_007,720,100.0,30,ref,31,31,0,0,[],[ 6. 18. 24.],3,4.8094,4.8094,4.8375,4.8375,0.879,4.5,5.119,4.8375,4.8375
racing_01_3840x2160_60_yuv420p.yuv_HEVC_40M,lofps_4k_testnum_007,2160,40.0,60,HEVC,31,31,0,0,[],[ 6. 18. 24.],3,3.4094,3.4094,3.4375,3.4375,1.24,2.973,3.846,3.4375,3.4375
racing_01_960x540_30_yuv420p.yuv_H264_2M,lofps_4k_testnum_007,540,2.0,30,H264,30,23,4,3,"[13.0, 17.0, 19.0, 24.0, 25.0, 26.0, 27.0]",[ 6. 18. 24.],3,3.6693,3.6113,3.6056,3.5833,0.291,3.492,3.73,3.5833,3.5833
isometric_01_1280x720_60_yuv420p.yuv_HEVC_0.8M,lofps_4k_testnum_007,720,0.8,60,HEVC,32,32,0,0,[],[ 6. 18. 24.],3,3.1547,3.1547,3.0155,3.0155,0.784,2.883,3.426,3.0155,3.0155
isometric_01_1920x1080_30_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_007,1080,1.0,30,HEVC,31,31,0,0,[],[ 6. 18. 24.],3,3.7639,3.7639,3.715,3.6341,0.889,3.451,4.077,3.6341,3.6341
isometric_01_1920x1080_60_yuv420p.yuv_AV1_2M,lofps_4k_testnum_007,1080,2.0,60,AV1,31,30,1,0,[26.0],[ 6. 18. 24.],3,4.8703,4.801,4.795,4.7152,0.657,4.566,5.036,4.7152,4.7152
isometric_01_1920x1080_60_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_007,1080,5.0,60,HEVC,30,27,0,3,"[1.0, 6.0, 22.0]",[ 6. 18. 24.],3,5.2443,5.4489,5.2622,5.2822,0.668,5.197,5.701,5.2822,5.2822
isometric_01_30_720,lofps_4k_testnum_007,720,100.0,30,ref,31,31,0,0,[],[ 6. 18. 24.],3,5.1819,5.1819,5.2,5.2,0.828,4.89,5.473,5.2,5.2
rts_01_1920x1080_30_yuv420p.yuv_H264_0.49M,lofps_4k_testnum_007,1080,0.49,30,H264,30,29,1,0,[17.0],[ 6. 18. 24.],3,3.4057,3.3462,3.3593,3.2912,0.58,3.135,3.557,3.2912,3.2912
rts_01_1920x1080_60_yuv420p.yuv_AV1_0.2M,lofps_4k_testnum_007,1080,0.2,60,AV1,32,32,0,0,[],[ 6. 18. 24.],3,3.4128,3.4128,3.3221,3.3204,0.822,3.128,3.698,3.3204,3.3204
rts_01_1920x1080_60_yuv420p.yuv_H264_0.5M,lofps_4k_testnum_007,1080,0.5,60,H264,30,30,0,0,[],[ 6. 18. 24.],3,2.7127,2.7127,2.6541,2.6541,0.77,2.437,2.988,2.6541,2.6541
rts_01_60_720,lofps_4k_testnum_007,720,100.0,60,ref,32,32,0,0,[],[ 6. 18. 24.],3,4.8741,4.8741,4.8814,4.8814,0.904,4.561,5.187,4.8814,4.8814
rts_01_960x540_60_yuv420p.yuv_H264_1M,lofps_4k_testnum_007,540,1.0,60,H264,32,32,0,0,[],[ 6. 18. 24.],3,3.7147,3.7147,3.6675,3.6675,0.81,3.434,3.995,3.6675,3.6675
racing_02_1280x720_30_yuv420p.yuv_AV1_3M,lofps_4k_testnum_007,720,3.0,30,AV1,30,30,0,0,[],[ 6. 18. 24.],3,4.4253,4.4253,4.4093,4.4093,0.823,4.131,4.72,4.4093,4.4093
racing_02_1280x720_30_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_007,720,3.0,30,HEVC,30,30,0,0,[],[ 6. 18. 24.],3,4.3227,4.3227,4.29,4.29,0.842,4.022,4.624,4.29,4.29
racing_02_1280x720_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_007,720,0.5,60,HEVC,30,30,0,0,[],[ 6. 18. 24.],3,2.5657,2.5657,2.4985,2.4985,0.696,2.317,2.815,2.4985,2.4985
racing_02_1920x1080_30_yuv420p.yuv_H264_5M,lofps_4k_testnum_007,1080,5.0,30,H264,30,30,0,0,[],[ 6. 18. 24.],3,4.5397,4.5397,4.4767,4.4767,0.868,4.229,4.85,4.4767,4.4767
racing_02_1920x1080_30_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_007,1080,5.0,30,HEVC,31,31,0,0,[],[ 6. 18. 24.],3,4.8568,4.8568,4.8474,4.8474,0.794,4.577,5.136,4.8474,4.8474
racing_02_1920x1080_60_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_007,1080,1.0,60,HEVC,32,32,0,0,[],[ 6. 18. 24.],3,3.17,3.17,3.1097,3.1097,0.85,2.876,3.464,3.1097,3.1097
racing_02_3840x2160_60_yuv420p.yuv_AV1_30M,lofps_4k_testnum_007,2160,30.0,60,AV1,31,30,0,1,[25.0],[ 6. 18. 24.],3,5.7713,5.8697,5.8533,6.1421,0.851,5.565,6.174,6.1421,6.1421
racing_02_3840x2160_60_yuv420p.yuv_HEVC_5M,lofps_4k_testnum_007,2160,5.0,60,HEVC,32,32,0,0,[],[ 6. 18. 24.],3,4.6378,4.6378,4.615,4.615,0.889,4.33,4.946,4.615,4.615
racing_02_60_540,lofps_4k_testnum_007,540,100.0,60,ref,31,30,0,1,[3.0],[ 6. 18. 24.],3,5.5523,5.613,5.4775,5.4775,0.641,5.384,5.842,5.4775,5.4775
racing_02_960x540_30_yuv420p.yuv_H264_1M,lofps_4k_testnum_007,540,1.0,30,H264,32,30,2,0,"[6.0, 13.0]",[ 6. 18. 24.],3,3.3428,3.2237,3.2955,3.2325,0.583,3.015,3.432,3.2325,3.2325
card_01_1280x720_30_yuv420p.yuv_AV1_0.05M,lofps_4k_testnum_007,720,0.05,30,AV1,30,23,4,3,"[6.0, 7.0, 11.0, 17.0, 27.0, 28.0, 30.0]",[ 6. 18. 24.],3,2.2227,2.1687,2.1978,2.162,0.306,2.044,2.294,2.162,2.162
card_01_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_007,720,0.1,30,AV1,31,30,1,0,[18.0],[ 6. 18. 24.],3,3.0029,2.9227,2.7967,2.7967,0.771,2.647,3.199,2.7967,2.7967
card_01_1920x1080_30_yuv420p.yuv_HEVC_0.3M,lofps_4k_testnum_007,1080,0.3,30,HEVC,30,29,1,0,[17.0],[ 6. 18. 24.],3,3.0487,3.001,3.0663,3.0138,0.415,2.85,3.152,3.0138,3.0138
card_01_1920x1080_60_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_007,1080,1.0,60,HEVC,32,32,0,0,[],[ 6. 18. 24.],3,4.3644,4.3644,4.2997,4.2997,0.898,4.053,4.676,4.2997,4.2997
card_01_1920x1080_60_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_007,1080,3.0,60,HEVC,31,27,1,3,"[9.0, 23.0, 24.0, 26.0]",[ 6. 18. 24.],3,5.4439,5.5967,5.4956,5.6592,0.499,5.409,5.785,5.6592,5.6592
fps_02_1920x1080_60_yuv420p.yuv_H264_1.2M,lofps_4k_testnum_007,1080,1.2,60,H264,30,29,1,0,[18.0],[ 6. 18. 24.],3,2.8363,2.7669,2.7552,2.7552,0.579,2.556,2.978,2.7552,2.7552
fps_02_1920x1080_60_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_007,1080,1.0,60,HEVC,30,29,1,0,[24.0],[ 6. 18. 24.],3,3.8467,3.7759,3.6963,3.6963,0.708,3.518,4.034,3.6963,3.6963
fps_02_30_1080,lofps_4k_testnum_007,1080,100.0,30,ref,32,29,0,3,"[3.0, 18.0, 23.0]",[ 6. 18. 24.],3,5.4975,5.7069,5.6031,5.7548,0.585,5.494,5.92,5.7548,5.7548
fps_02_960x540_30_yuv420p.yuv_H264_1.5M,lofps_4k_testnum_007,540,1.5,30,H264,31,31,0,0,[],[ 6. 18. 24.],3,4.2877,4.2877,4.2459,4.2459,0.796,4.008,4.568,4.2459,4.2459
fps_02_960x540_60_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_007,540,0.5,60,HEVC,30,28,2,0,"[17.0, 18.0]",[ 6. 18. 24.],3,2.988,2.85,2.8926,2.8227,0.573,2.638,3.062,2.8227,2.8227
3rd_02_1280x720_30_yuv420p.yuv_AV1_10M,lofps_4k_testnum_007,720,10.0,30,AV1,30,29,0,1,[3.0],[ 6. 18. 24.],3,4.0403,4.1162,4.0878,4.1742,0.747,3.844,4.388,4.1742,4.1742
3rd_02_1280x720_30_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_007,720,1.0,30,HEVC,30,27,3,0,"[6.0, 17.0, 18.0]",[ 6. 18. 24.],3,3.009,2.8304,2.8874,2.8146,0.592,2.607,3.054,2.8146,2.8146
3rd_02_1280x720_60_yuv420p.yuv_AV1_0.5M,lofps_4k_testnum_007,720,0.5,60,AV1,33,33,0,0,[],[ 6. 18. 24.],3,2.61,2.61,2.4675,2.3922,0.737,2.358,2.862,2.3922,2.3922
3rd_02_1920x1080_30_yuv420p.yuv_H264_10M,lofps_4k_testnum_007,1080,10.0,30,H264,32,32,0,0,[],[ 6. 18. 24.],3,4.4847,4.4847,4.43,4.43,0.658,4.257,4.713,4.43,4.43
3rd_02_1920x1080_30_yuv420p.yuv_H264_5M,lofps_4k_testnum_007,1080,5.0,30,H264,30,30,0,0,[],[ 6. 18. 24.],3,3.7977,3.7977,3.7274,3.5839,0.874,3.485,4.11,3.5839,3.5839
3rd_02_1920x1080_30_yuv420p.yuv_HEVC_20M,lofps_4k_testnum_007,1080,20.0,30,HEVC,32,31,1,0,[26.0],[ 6. 18. 24.],3,5.1212,5.0623,5.2125,5.1481,0.652,4.833,5.292,5.1481,5.1481
3rd_02_1920x1080_60_yuv420p.yuv_AV1_5M,lofps_4k_testnum_007,1080,5.0,60,AV1,32,32,0,0,[],[ 6. 18. 24.],3,3.8744,3.8744,3.8425,3.8425,0.672,3.642,4.107,3.8425,3.8425
3rd_02_60_540,lofps_4k_testnum_007,540,100.0,60,ref,31,31,0,0,[],[ 6. 18. 24.],3,5.4303,5.4303,5.4333,5.4333,0.717,5.178,5.683,5.4333,5.4333
3rd_02_960x540_30_yuv420p.yuv_H264_0.75M,lofps_4k_testnum_007,540,0.75,30,H264,31,29,2,0,"[17.0, 18.0]",[ 6. 18. 24.],3,2.6168,2.4893,2.4519,2.3704,0.658,2.25,2.729,2.3704,2.3704
3rd_02_960x540_60_yuv420p.yuv_HEVC_0.3M,lofps_4k_testnum_007,540,0.3,60,HEVC,31,29,2,0,"[6.0, 6.0]",[ 6. 18. 24.],3,1.989,1.7966,1.7441,1.7441,0.554,1.595,1.998,1.7441,1.7441
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_007,720,0.1,30,AV1,31,30,1,0,[13.0],[ 6. 18. 24.],3,2.3006,2.225,2.1589,2.0662,0.638,1.997,2.453,2.0662,2.0662
3rd_03_1280x720_30_yuv420p.yuv_HEVC_0.7M,lofps_4k_testnum_007,720,0.7,30,HEVC,32,31,0,1,[3.0],[ 6. 18. 24.],3,3.7147,3.7684,3.62,3.6781,0.683,3.528,4.009,3.6781,3.6781
3rd_03_1920x1080_30_yuv420p.yuv_H264_2M,lofps_4k_testnum_007,1080,2.0,30,H264,32,31,0,1,[3.0],[ 6. 18. 24.],3,4.2528,4.3194,4.2297,4.3025,0.695,4.075,4.564,4.3025,4.3025
3rd_03_1920x1080_60_yuv420p.yuv_H264_0.5M,lofps_4k_testnum_007,1080,0.5,60,H264,32,30,2,0,"[13.0, 13.0]",[ 6. 18. 24.],3,2.2272,2.0477,2.1417,1.9359,0.633,1.821,2.274,1.9359,1.9359
3rd_03_1920x1080_60_yuv420p.yuv_HEVC_2M,lofps_4k_testnum_007,1080,2.0,60,HEVC,31,30,0,1,[3.0],[ 6. 18. 24.],3,4.5339,4.619,4.475,4.5674,0.865,4.31,4.928,4.5674,4.5674
3rd_03_3840x2160_30_yuv420p.yuv_AV1_20M,lofps_4k_testnum_007,2160,20.0,30,AV1,30,30,0,0,[],[ 6. 18. 24.],3,5.7437,5.7437,5.7315,5.7315,0.638,5.515,5.972,5.7315,5.7315
3rd_03_3840x2160_30_yuv420p.yuv_AV1_2M,lofps_4k_testnum_007,2160,2.0,30,AV1,31,31,0,0,[],[ 6. 18. 24.],3,4.6152,4.6152,4.665,4.665,0.983,4.269,4.961,4.665,4.665
3rd_03_3840x2160_60_yuv420p.yuv_H264_10M,lofps_4k_testnum_007,2160,10.0,60,H264,30,30,0,0,[],[ 6. 18. 24.],3,5.0087,5.0087,5.0107,5.0107,0.745,4.742,5.275,5.0107,5.0107
3rd_03_3840x2160_60_yuv420p.yuv_HEVC_4M,lofps_4k_testnum_007,2160,4.0,60,HEVC,31,31,0,0,[],[ 6. 18. 24.],3,5.0871,5.0871,5.0725,5.0725,0.731,4.83,5.344,5.0725,5.0725
3rd_03_960x540_60_yuv420p.yuv_HEVC_0.3M,lofps_4k_testnum_007,540,0.3,60,HEVC,30,28,2,0,"[6.0, 17.0]",[ 6. 18. 24.],3,2.47,2.36,2.3637,2.3004,0.532,2.163,2.557,2.3004,2.3004
platformer_01_1280x720_30_yuv420p.yuv_AV1_0.3M,lofps_4k_testnum_009,720,0.3,30,AV1,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,3.1194,3.1194,2.82,2.82,1.061,2.773,3.466,2.82,2.82
platformer_01_1920x1080_30_yuv420p.yuv_H264_3M,lofps_4k_testnum_009,1080,3.0,30,H264,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,4.3211,4.3211,4.1103,4.1103,1.102,3.961,4.681,4.1103,4.1103
platformer_01_1920x1080_30_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_009,1080,1.0,30,HEVC,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,3.7339,3.7339,3.4943,3.4943,1.044,3.393,4.075,3.4943,3.4943
platformer_01_1920x1080_60_yuv420p.yuv_AV1_1M,lofps_4k_testnum_009,1080,1.0,60,AV1,36,33,2,1,"[5.0, 10.0, 12.0]",[ 6. 10. 12. 13. 33. 36.],6,4.4708,4.3918,4.311,4.3866,0.867,4.096,4.688,4.3866,4.3866
platformer_01_1920x1080_60_yuv420p.yuv_H264_4M,lofps_4k_testnum_009,1080,4.0,60,H264,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,4.6594,4.6594,4.6517,4.6517,1.01,4.329,4.989,4.6517,4.6517
platformer_01_1920x1080_60_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_009,1080,1.0,60,HEVC,36,33,3,0,"[9.0, 13.0, 33.0]",[ 6. 10. 12. 13. 33. 36.],6,3.6075,3.4415,3.513,3.4452,0.742,3.188,3.695,3.4452,3.4452
platformer_01_3840x2160_30_yuv420p.yuv_AV1_0.3M,lofps_4k_testnum_009,2160,0.3,30,AV1,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,3.7106,3.7106,3.5783,3.5783,0.903,3.416,4.006,3.5783,3.5783
platformer_01_3840x2160_30_yuv420p.yuv_HEVC_1.5M,lofps_4k_testnum_009,2160,1.5,30,HEVC,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,4.2161,4.2161,4.1243,4.1243,0.942,3.908,4.524,4.1243,4.1243
platformer_01_3840x2160_60_yuv420p.yuv_HEVC_10M,lofps_4k_testnum_009,2160,10.0,60,HEVC,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,5.06,5.06,5.0693,5.0693,1.145,4.686,5.434,5.0693,5.0693
platformer_01_960x540_30_yuv420p.yuv_H264_0.3M,lofps_4k_testnum_009,540,0.3,30,H264,36,35,1,0,[13.0],[ 6. 10. 12. 13. 33. 36.],6,2.1181,2.038,1.875,1.875,0.847,1.757,2.319,1.875,1.875
fps_01_1280x720_60_yuv420p.yuv_HEVC_3M,lofps_4k_testnum_009,720,3.0,60,HEVC,36,35,1,0,[12.0],[ 6. 10. 12. 13. 33. 36.],6,4.5836,4.516,4.353,4.353,0.959,4.198,4.834,4.353,4.353
fps_01_1920x1080_60_yuv420p.yuv_H264_1.5M,lofps_4k_testnum_009,1080,1.5,60,H264,36,35,1,0,[36.0],[ 6. 10. 12. 13. 33. 36.],6,2.7792,2.686,2.561,2.561,0.795,2.423,2.949,2.561,2.561
fps_01_3840x2160_60_yuv420p.yuv_H264_20M,lofps_4k_testnum_009,2160,20.0,60,H264,36,35,0,1,[13.0],[ 6. 10. 12. 13. 33. 36.],6,5.5461,5.622,5.571,5.571,0.695,5.392,5.852,5.571,5.571
fps_01_60_1080,lofps_4k_testnum_009,1080,100.0,60,ref,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,5.83,5.83,5.886,5.886,0.644,5.62,6.04,5.886,5.886
fps_01_960x540_30_yuv420p.yuv_HEVC_0.3M,lofps_4k_testnum_009,540,0.3,30,HEVC,36,34,2,0,"[13.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,2.6897,2.5215,2.4537,2.4537,0.732,2.275,2.768,2.4537,2.4537
sports_01_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_009,720,0.1,30,AV1,36,35,1,0,[36.0],[ 6. 10. 12. 13. 33. 36.],6,2.0442,1.96,1.8587,1.8587,0.792,1.697,2.223,1.8587,1.8587
sports_01_1920x1080_60_yuv420p.yuv_H264_1M,lofps_4k_testnum_009,1080,1.0,60,H264,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,4.0158,4.0158,3.9097,3.9097,0.966,3.7,4.331,3.9097,3.9097
sports_01_3840x2160_60_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_009,2160,0.1,60,AV1,36,35,1,0,[36.0],[ 6. 10. 12. 13. 33. 36.],6,2.5925,2.514,2.3837,2.3837,0.841,2.235,2.793,2.3837,2.3837
sports_01_3840x2160_60_yuv420p.yuv_AV1_3M,lofps_4k_testnum_009,2160,3.0,60,AV1,36,34,0,2,"[13.0, 33.0]",[ 6. 10. 12. 13. 33. 36.],6,5.4819,5.6159,5.7367,5.7367,0.881,5.32,5.912,5.7367,5.7367
sports_01_3840x2160_60_yuv420p.yuv_H264_3M,lofps_4k_testnum_009,2160,3.0,60,H264,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,4.2433,4.2433,4.3087,4.3087,0.972,3.926,4.561,4.3087,4.3087
3rd_01_1920x1080_60_yuv420p.yuv_H264_1.2M,lofps_4k_testnum_009,1080,1.2,60,H264,36,33,3,0,"[13.0, 24.0, 36.0]",[ 6. 10. 12. 13. 33. 36.],6,2.8667,2.6461,2.624,2.5424,0.794,2.375,2.917,2.5424,2.5424
3rd_01_1920x1080_60_yuv420p.yuv_H264_10M,lofps_4k_testnum_009,1080,10.0,60,H264,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,5.3808,5.3808,5.34,5.34,0.595,5.186,5.575,5.34,5.34
3rd_01_1920x1080_60_yuv420p.yuv_HEVC_10M,lofps_4k_testnum_009,1080,10.0,60,HEVC,36,35,0,1,[13.0],[ 6. 10. 12. 13. 33. 36.],6,5.55,5.612,5.5687,5.5687,0.746,5.365,5.859,5.5687,5.5687
3rd_01_1920x1080_60_yuv420p.yuv_HEVC_1M,lofps_4k_testnum_009,1080,1.0,60,HEVC,36,35,0,1,[14.0],[ 6. 10. 12. 13. 33. 36.],6,3.3294,3.384,3.254,3.254,0.835,3.107,3.661,3.254,3.254
3rd_01_30_2160,lofps_4k_testnum_009,2160,100.0,30,ref,36,34,0,2,"[10.0, 13.0]",[ 6. 10. 12. 13. 33. 36.],6,5.7192,5.9185,6.0493,6.0493,0.754,5.665,6.172,6.0493,6.0493
3rd_01_3840x2160_30_yuv420p.yuv_HEVC_0.5M,lofps_4k_testnum_009,2160,0.5,30,HEVC,36,36,0,0,[],[ 6. 10. 12. 13. 33. 36.],6,3.66,3.66,3.548,3.548,0.888,3.37,3.95,3.548,3.548
