PVS,dataset,Resolution,Framerate,bitrate,video_codec,quant,mean_qp,p1204_3_score
3rd_02_1280x720_30_yuv420p.yuv_AV1_0.4M,lofps_4K_testnum_013,921600,30,0.4,AV1,0.8588884560446696,219.0165562913908,2.499823563721156
3rd_02_1280x720_30_yuv420p.yuv_AV1_10M,lofps_4k_testnum_007,921600,30,10.0,AV1,0.4618231398519673,117.76490066225166,3.404274483885821
3rd_02_1280x720_30_yuv420p.yuv_AV1_2M,lofps_4k_testnum_011,921600,30,2.0,AV1,0.6895987534086483,175.8476821192053,3.005449330342556
3rd_02_1280x720_60_yuv420p.yuv_AV1_0.5M,lofps_4k_testnum_007,921600,60,0.5,AV1,0.8631858693890779,220.11239669421488,2.483923613376036
3rd_02_1280x720_60_yuv420p.yuv_AV1_20M,lofps_4K_testnum_013,921600,60,20.0,AV1,0.4314568141306109,110.0214876033058,3.440351260625652
3rd_02_1280x720_60_yuv420p.yuv_AV1_2M,lofps_4k_testnum_009,921600,60,2.0,AV1,0.7306238859180035,186.3090909090909,2.90274187868206
3rd_02_1920x1080_60_yuv420p.yuv_AV1_10M,lofps_4k_testnum_005,2073600,60,10.0,AV1,0.6960687084751256,177.497520661157,3.608429484908782
3rd_02_1920x1080_60_yuv420p.yuv_AV1_50M,lofps_4k_testnum_005,2073600,60,50.0,AV1,0.4884783665532329,124.56198347107438,3.962368264651624
3rd_02_1920x1080_60_yuv420p.yuv_AV1_5M,lofps_4k_testnum_007,2073600,60,5.0,AV1,0.7634224598930481,194.6727272727273,3.4357786891240463
3rd_02_3840x2160_30_yuv420p.yuv_AV1_10M,lofps_4k_testnum_009,8294400,30,10.0,AV1,0.7659477124183006,195.31666666666663,3.7952811548383583
3rd_02_3840x2160_30_yuv420p.yuv_AV1_20M,lofps_4K_testnum_013,8294400,30,20.0,AV1,0.6817647058823529,173.85,3.993925606103893
3rd_02_3840x2160_30_yuv420p.yuv_AV1_3M,lofps_4k_testnum_009,8294400,30,3.0,AV1,0.8814771241830065,224.77666666666667,3.414559618570188
3rd_02_3840x2160_30_yuv420p.yuv_AV1_50M,lofps_4k_testnum_010,8294400,30,50.0,AV1,0.5455686274509804,139.12,4.218102307866385
3rd_02_3840x2160_60_yuv420p.yuv_AV1_10M,lofps_4k_testnum_011,8294400,60,10.0,AV1,0.8078169934640523,205.9933333333333,3.673813357637995
3rd_02_3840x2160_60_yuv420p.yuv_AV1_30M,lofps_4k_testnum_010,8294400,60,30.0,AV1,0.6836993464052288,174.34333333333333,3.989955392441413
3rd_02_3840x2160_60_yuv420p.yuv_AV1_55M,lofps_4k_testnum_011,8294400,60,55.0,AV1,0.5979084967320262,152.46666666666667,4.143675283940436
3rd_02_3840x2160_60_yuv420p.yuv_AV1_5M,lofps_4k_testnum_009,8294400,60,5.0,AV1,0.86840522875817,221.44333333333333,3.465307434244284
3rd_03_1280x720_120_yuv420p.yuv_AV1_0.2M,hifps_120_testnum_000,921600,120,0.2,AV1,0.8654324011036554,220.68526228143213,2.475544990600497
3rd_03_1280x720_120_yuv420p.yuv_AV1_1M,hifps_120_testnum_000,921600,120,1.0,AV1,0.6074415111590015,154.89758534554537,3.1794925073619185
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,hifps_120_testnum_000,921600,30,0.1,AV1,0.8599346405228758,219.28333333333333,2.495968191675201
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,hifps_120_testnum_003,921600,30,0.1,AV1,0.8599346405228758,219.28333333333333,2.495968191675201
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,hifps_120_testnum_004,921600,30,0.1,AV1,0.8599346405228758,219.28333333333333,2.495968191675201
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_005,921600,30,0.1,AV1,0.8599346405228758,219.28333333333333,2.495968191675201
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_007,921600,30,0.1,AV1,0.8599346405228758,219.28333333333333,2.495968191675201
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_009,921600,30,0.1,AV1,0.8599346405228758,219.28333333333333,2.495968191675201
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_010,921600,30,0.1,AV1,0.8599346405228758,219.28333333333333,2.495968191675201
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4k_testnum_011,921600,30,0.1,AV1,0.8599346405228758,219.28333333333333,2.495968191675201
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4K_testnum_013,921600,30,0.1,AV1,0.8599346405228758,219.28333333333333,2.495968191675201
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,lofps_4K_testnum_014,921600,30,0.1,AV1,0.8599346405228758,219.28333333333333,2.495968191675201
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.2M,lofps_4k_testnum_010,921600,30,0.2,AV1,0.7629019607843137,194.54,2.8136120370512328
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.5M,lofps_4k_testnum_010,921600,30,0.5,AV1,0.6133071895424838,156.39333333333337,3.168340141976753
3rd_03_1280x720_30_yuv420p.yuv_AV1_2M,lofps_4k_testnum_010,921600,30,2.0,AV1,0.3713202614379084,94.68666666666668,3.5029104126902832
3rd_03_1280x720_60_yuv420p.yuv_AV1_0.2M,hifps_120_testnum_004,921600,60,0.2,AV1,0.8141241830065359,207.60166666666663,2.6557354018148693
3rd_03_1280x720_60_yuv420p.yuv_AV1_3M,lofps_4k_testnum_009,921600,60,3.0,AV1,0.3546078431372549,90.425,3.51839441378808
3rd_03_1920x1080_60_yuv420p.yuv_AV1_2M,lofps_4K_testnum_014,2073600,60,2.0,AV1,0.5688692810457516,145.06166666666667,3.851448508341989
3rd_03_3840x2160_30_yuv420p.yuv_AV1_1M,lofps_4K_testnum_013,8294400,30,1.0,AV1,0.8329150326797387,212.3933333333333,3.592491500863406
3rd_03_3840x2160_30_yuv420p.yuv_AV1_20M,lofps_4k_testnum_007,8294400,30,20.0,AV1,0.3293464052287582,83.98333333333333,4.419066183866802
3rd_03_3840x2160_30_yuv420p.yuv_AV1_2M,lofps_4k_testnum_007,8294400,30,2.0,AV1,0.7258562091503268,185.09333333333333,3.8968046166786543
3rd_03_3840x2160_60_yuv420p.yuv_AV1_1M,lofps_4k_testnum_010,8294400,60,1.0,AV1,0.882516339869281,225.04166666666663,3.410429975144874
3rd_03_3840x2160_60_yuv420p.yuv_AV1_20M,lofps_4k_testnum_011,8294400,60,20.0,AV1,0.3838627450980392,97.885,4.381080388445103
3rd_03_3840x2160_60_yuv420p.yuv_AV1_5M,lofps_4k_testnum_010,8294400,60,5.0,AV1,0.628235294117647,160.2,4.094256341724002
